paiement_id,eleve_id,annee_id,montant,date_paiement,type_paiement
1313,375,2020,50000,2022-08-24,mensualité
1314,375,2020,40000,2021-05-26,inscription
1315,376,2023,25000,2022-03-24,inscription
1316,376,2023,30000,2022-02-28,solde
1317,376,2023,25000,2022-03-01,solde
1318,377,2022,30000,2022-09-09,inscription
1319,377,2022,30000,2020-10-29,solde
1320,378,2021,30000,2022-10-03,mensualité
1321,378,2021,50000,2022-08-20,inscription
1322,378,2021,40000,2020-12-30,inscription
1323,378,2021,25000,2021-05-14,mensualité
1324,379,2020,50000,2024-04-25,solde
1325,379,2020,30000,2023-08-29,mensualité
1326,379,2020,50000,2023-09-15,mensualité
1327,379,2020,40000,2022-04-16,mensualité
1328,379,2020,30000,2023-12-22,mensualité
1329,380,2022,30000,2022-03-20,solde
1330,380,2022,25000,2023-02-16,inscription
1331,381,2022,25000,2024-09-10,solde
1332,381,2022,50000,2024-08-06,mensualité
1333,382,2022,30000,2021-05-02,inscription
1334,382,2022,50000,2023-11-22,inscription
1335,382,2022,50000,2025-03-29,inscription
1336,383,2024,50000,2024-06-28,mensualité
1337,383,2024,40000,2025-01-12,mensualité
1338,383,2024,50000,2021-02-23,solde
1339,383,2024,50000,2021-03-30,solde
1340,383,2024,30000,2021-02-14,inscription
1341,384,2020,25000,2024-05-13,mensualité
1342,384,2020,30000,2024-05-20,solde
1343,384,2020,40000,2023-07-20,mensualité
1344,384,2020,25000,2022-12-20,mensualité
1345,384,2020,40000,2023-12-22,solde
1346,385,2021,25000,2021-08-19,mensualité
1347,385,2021,25000,2023-05-12,inscription
1348,386,2021,50000,2023-07-10,solde
1349,386,2021,30000,2022-05-19,solde
1350,386,2021,40000,2025-03-19,inscription
1351,386,2021,30000,2024-11-27,solde
1352,387,2022,30000,2024-12-04,mensualité
1353,387,2022,50000,2020-12-01,inscription
1354,388,2022,25000,2021-01-18,mensualité
1355,388,2022,40000,2022-07-12,mensualité
1356,389,2020,30000,2025-02-28,inscription
1357,389,2020,30000,2025-03-22,mensualité
1358,389,2020,40000,2023-06-26,inscription
1359,390,2024,30000,2021-05-01,solde
1360,390,2024,50000,2021-10-20,solde
1361,390,2024,40000,2021-08-09,mensualité
1362,390,2024,40000,2025-02-04,mensualité
1363,390,2024,25000,2021-01-24,solde
1364,391,2023,50000,2021-07-08,inscription
1365,391,2023,40000,2022-03-24,solde
1366,391,2023,40000,2022-11-29,solde
1367,392,2021,30000,2024-03-27,inscription
1368,392,2021,30000,2023-03-22,mensualité
1369,393,2020,40000,2024-08-31,inscription
1370,393,2020,50000,2020-10-10,solde
1371,394,2024,30000,2024-03-01,mensualité
1372,394,2024,25000,2024-07-23,inscription
1373,394,2024,25000,2021-02-17,mensualité
1374,394,2024,25000,2022-01-24,solde
1375,395,2024,30000,2021-08-07,inscription
1376,395,2024,30000,2022-05-12,inscription
1377,396,2022,50000,2021-05-05,mensualité
1378,396,2022,25000,2021-10-22,solde
1379,396,2022,50000,2022-03-13,mensualité
1380,396,2022,50000,2022-04-07,solde
1381,397,2024,50000,2022-11-30,mensualité
1382,397,2024,50000,2022-07-15,inscription
1383,397,2024,30000,2021-05-14,inscription
1384,398,2024,50000,2022-12-17,solde
1385,398,2024,40000,2022-03-07,inscription
1386,398,2024,25000,2024-09-17,solde
1387,398,2024,25000,2025-05-25,inscription
1388,398,2024,50000,2023-04-06,mensualité
1389,399,2024,25000,2023-02-17,mensualité
1390,399,2024,50000,2021-02-13,inscription
1391,400,2021,25000,2021-10-03,solde
1392,400,2021,30000,2024-08-29,inscription
1393,400,2021,25000,2021-07-05,solde
1394,400,2021,30000,2025-05-18,solde
1395,400,2021,30000,2020-12-08,mensualité
1396,401,2022,30000,2022-03-08,solde
1397,401,2022,40000,2023-03-09,solde
1398,401,2022,40000,2023-09-01,solde
1399,402,2021,25000,2023-08-05,solde
1400,402,2021,40000,2022-06-14,inscription
1401,402,2021,30000,2020-12-01,mensualité
1402,403,2021,50000,2023-12-30,inscription
1403,403,2021,25000,2024-06-19,solde
1404,403,2021,30000,2023-11-03,inscription
1405,403,2021,30000,2021-06-07,solde
1406,403,2021,40000,2022-09-10,solde
1407,404,2020,50000,2025-04-27,mensualité
1408,404,2020,50000,2023-06-16,inscription
1409,405,2022,50000,2025-05-24,inscription
1410,405,2022,25000,2021-11-12,mensualité
1411,405,2022,40000,2024-12-29,inscription
1412,405,2022,30000,2020-09-14,solde
1413,405,2022,25000,2022-01-13,mensualité
1414,406,2020,25000,2022-03-19,mensualité
1415,406,2020,40000,2022-01-05,mensualité
1416,406,2020,40000,2024-07-10,solde
1417,406,2020,50000,2022-11-24,solde
1418,407,2021,40000,2022-12-07,mensualité
1419,407,2021,50000,2024-02-28,solde
1420,407,2021,50000,2023-03-26,solde
1421,407,2021,50000,2025-05-30,mensualité
1422,408,2021,50000,2020-09-26,solde
1423,408,2021,30000,2022-05-28,mensualité
1424,408,2021,50000,2022-07-12,solde
1425,408,2021,40000,2020-09-05,inscription
1426,408,2021,50000,2021-03-27,inscription
1427,409,2022,40000,2020-09-11,inscription
1428,409,2022,50000,2024-08-03,mensualité
1429,410,2020,40000,2024-02-04,solde
1430,410,2020,40000,2021-03-26,mensualité
1431,411,2023,25000,2022-03-11,inscription
1432,411,2023,50000,2022-11-02,mensualité
1433,411,2023,25000,2023-08-04,mensualité
1434,411,2023,25000,2023-03-31,mensualité
1435,412,2022,50000,2025-04-05,inscription
1436,412,2022,50000,2020-11-21,solde
1437,412,2022,40000,2023-01-04,inscription
1438,412,2022,40000,2024-02-19,solde
1439,412,2022,25000,2024-09-20,solde
1440,413,2020,30000,2021-10-24,inscription
1441,413,2020,50000,2023-06-29,inscription
1442,414,2023,25000,2022-03-06,inscription
1443,414,2023,30000,2022-01-16,mensualité
1444,414,2023,40000,2021-05-03,mensualité
1445,414,2023,25000,2021-04-19,solde
1446,415,2021,40000,2022-12-27,solde
1447,415,2021,30000,2021-07-08,inscription
1448,415,2021,50000,2023-07-09,inscription
1449,415,2021,50000,2021-04-20,solde
1450,416,2020,30000,2022-08-31,mensualité
1451,416,2020,25000,2023-06-15,inscription
1452,417,2024,40000,2022-02-23,mensualité
1453,417,2024,25000,2020-11-16,inscription
1454,417,2024,50000,2023-07-06,inscription
1455,417,2024,40000,2021-02-19,inscription
1456,418,2024,50000,2024-10-18,inscription
1457,418,2024,30000,2021-09-13,inscription
1458,418,2024,50000,2023-05-05,inscription
1459,418,2024,25000,2021-09-17,solde
1460,419,2021,50000,2022-07-06,inscription
1461,419,2021,25000,2021-09-26,inscription
1462,420,2021,40000,2021-07-04,solde
1463,420,2021,40000,2023-04-08,mensualité
1464,421,2022,25000,2025-03-17,solde
1465,421,2022,30000,2023-03-14,inscription
1466,421,2022,25000,2025-01-13,mensualité
1467,422,2021,25000,2024-05-23,inscription
1468,422,2021,40000,2023-12-16,solde
1469,422,2021,50000,2023-12-08,solde
1470,422,2021,25000,2024-02-12,inscription
1471,422,2021,25000,2024-03-24,mensualité
1472,423,2021,50000,2024-11-29,inscription
1473,423,2021,25000,2021-02-26,mensualité
1474,423,2021,40000,2024-10-02,inscription
1475,423,2021,30000,2024-09-18,mensualité
1476,424,2020,50000,2023-06-29,inscription
1477,424,2020,40000,2024-11-18,inscription
1478,424,2020,40000,2021-01-27,inscription
1479,425,2024,40000,2023-04-03,solde
1480,425,2024,25000,2021-06-20,inscription
1481,425,2024,30000,2021-11-05,inscription
1482,425,2024,30000,2024-05-10,inscription
1483,426,2020,30000,2020-11-15,inscription
1484,426,2020,50000,2023-03-05,inscription
1485,426,2020,30000,2023-09-17,solde
1486,426,2020,50000,2023-06-28,mensualité
1487,426,2020,50000,2023-08-12,solde
1488,427,2021,40000,2024-07-21,inscription
1489,427,2021,50000,2023-11-11,inscription
1490,427,2021,25000,2021-08-29,mensualité
1491,428,2023,25000,2021-05-29,mensualité
1492,428,2023,30000,2023-06-01,solde
1493,429,2020,40000,2025-05-29,solde
1494,429,2020,40000,2020-12-02,inscription
1495,429,2020,25000,2020-10-22,solde
1496,430,2022,25000,2025-01-10,solde
1497,430,2022,40000,2022-06-09,inscription
1498,431,2023,50000,2021-03-16,inscription
1499,431,2023,40000,2021-05-13,inscription
1500,431,2023,50000,2021-08-02,inscription
1501,432,2024,30000,2023-02-17,solde
1502,432,2024,30000,2025-05-28,mensualité
1503,432,2024,25000,2024-04-15,inscription
1504,433,2024,50000,2021-11-27,inscription
1505,433,2024,50000,2022-06-30,mensualité
1506,433,2024,30000,2025-02-05,solde
1507,434,2021,50000,2021-05-14,solde
1508,434,2021,25000,2020-11-02,solde
1509,435,2021,30000,2023-10-04,inscription
1510,435,2021,25000,2020-09-15,solde
1511,435,2021,40000,2022-08-24,solde
1512,435,2021,30000,2024-03-07,solde
1513,436,2020,40000,2022-11-22,solde
1514,436,2020,40000,2021-02-12,inscription
1515,437,2022,25000,2024-06-29,inscription
1516,437,2022,40000,2024-10-28,mensualité
1517,438,2020,40000,2023-07-21,mensualité
1518,438,2020,50000,2024-10-25,inscription
1519,439,2021,30000,2021-10-04,solde
1520,439,2021,25000,2022-07-28,inscription
1521,439,2021,30000,2022-06-22,inscription
1522,439,2021,40000,2022-04-22,inscription
1523,439,2021,25000,2022-06-03,mensualité
1524,440,2024,40000,2021-12-06,mensualité
1525,440,2024,50000,2021-10-15,solde
1526,440,2024,25000,2021-05-29,mensualité
1527,441,2020,25000,2021-09-20,solde
1528,441,2020,50000,2024-09-04,solde
1529,442,2024,30000,2022-03-18,mensualité
1530,442,2024,50000,2023-05-17,inscription
1531,442,2024,50000,2021-04-19,solde
1532,442,2024,30000,2020-12-20,mensualité
1533,443,2022,25000,2021-10-22,mensualité
1534,443,2022,50000,2024-02-13,mensualité
1535,443,2022,40000,2022-05-12,solde
1536,444,2021,30000,2021-12-19,solde
1537,444,2021,40000,2020-12-20,mensualité
1538,444,2021,40000,2024-03-27,inscription
1539,444,2021,50000,2023-09-30,inscription
1540,445,2023,25000,2020-12-07,inscription
1541,445,2023,50000,2023-06-22,mensualité
1542,446,2020,25000,2024-07-20,solde
1543,446,2020,30000,2025-03-02,mensualité
1544,446,2020,30000,2021-02-09,inscription
1545,446,2020,25000,2021-01-10,solde
1546,446,2020,30000,2025-04-07,mensualité
1547,447,2023,30000,2023-07-26,solde
1548,447,2023,30000,2021-06-02,solde
1549,448,2021,50000,2021-05-01,mensualité
1550,448,2021,30000,2023-04-21,mensualité
1551,449,2022,40000,2023-09-16,solde
1552,449,2022,30000,2020-10-16,solde
1553,450,2024,30000,2024-03-13,solde
1554,450,2024,50000,2024-04-27,mensualité
1555,450,2024,40000,2023-11-03,solde
1556,450,2024,50000,2024-12-15,mensualité
1557,450,2024,40000,2023-11-24,inscription
1558,451,2020,40000,2024-10-18,solde
1559,451,2020,50000,2024-03-16,inscription
1560,451,2020,40000,2023-02-24,solde
1561,451,2020,25000,2023-04-08,mensualité
1562,451,2020,50000,2021-12-11,mensualité
1563,452,2024,40000,2020-12-10,solde
1564,452,2024,30000,2021-08-19,mensualité
1565,452,2024,50000,2021-08-19,mensualité
1566,453,2021,50000,2023-09-03,mensualité
1567,453,2021,25000,2023-09-19,solde
1568,453,2021,40000,2022-08-13,solde
1569,453,2021,25000,2024-06-03,inscription
1570,454,2021,30000,2023-06-21,mensualité
1571,454,2021,25000,2021-12-25,mensualité
1572,454,2021,50000,2023-12-03,inscription
1573,455,2023,50000,2021-08-01,mensualité
1574,455,2023,30000,2023-01-23,inscription
1575,455,2023,30000,2021-08-30,mensualité
1576,455,2023,30000,2022-03-14,inscription
1577,456,2023,30000,2023-03-04,solde
1578,456,2023,25000,2020-10-14,inscription
1579,456,2023,50000,2023-12-03,inscription
1580,456,2023,50000,2022-12-28,inscription
1581,457,2022,40000,2023-01-24,inscription
1582,457,2022,30000,2024-01-11,solde
1583,457,2022,25000,2023-04-03,mensualité
1584,458,2021,40000,2020-09-13,solde
1585,458,2021,50000,2022-04-09,inscription
1586,458,2021,40000,2022-04-13,mensualité
1587,458,2021,25000,2020-10-13,inscription
1588,458,2021,25000,2022-05-16,solde
1589,459,2024,30000,2022-02-09,mensualité
1590,459,2024,25000,2023-10-14,inscription
1591,459,2024,50000,2023-03-21,solde
1592,459,2024,25000,2022-04-02,inscription
1593,460,2022,40000,2024-11-16,inscription
1594,460,2022,50000,2022-01-15,inscription
1595,460,2022,30000,2021-06-11,solde
1596,460,2022,30000,2024-09-21,solde
1597,461,2020,30000,2022-05-25,solde
1598,461,2020,25000,2023-05-10,solde
1599,461,2020,40000,2021-04-10,inscription
1600,461,2020,30000,2021-08-14,solde
1601,461,2020,25000,2023-03-11,solde
1602,462,2022,25000,2024-03-04,inscription
1603,462,2022,25000,2025-02-07,mensualité
1604,462,2022,25000,2023-08-07,inscription
1605,463,2021,40000,2025-01-12,mensualité
1606,463,2021,30000,2022-02-06,solde
1607,463,2021,30000,2022-11-30,mensualité
1608,463,2021,25000,2022-04-08,mensualité
1609,464,2020,30000,2023-03-29,solde
1610,464,2020,30000,2024-01-29,mensualité
1611,464,2020,25000,2022-02-23,solde
1612,464,2020,40000,2024-07-17,solde
1613,464,2020,25000,2022-05-11,solde
1614,465,2021,25000,2023-01-12,mensualité
1615,465,2021,25000,2024-11-30,inscription
1616,465,2021,50000,2023-01-18,mensualité
1617,465,2021,50000,2024-03-03,mensualité
1618,466,2023,40000,2024-01-17,inscription
1619,466,2023,30000,2023-09-22,inscription
1620,466,2023,40000,2024-02-08,mensualité
1621,466,2023,50000,2022-05-08,mensualité
1622,466,2023,30000,2022-05-15,mensualité
1623,467,2020,25000,2023-07-25,inscription
1624,467,2020,40000,2022-04-15,solde
1625,467,2020,40000,2025-01-31,mensualité
1626,468,2021,25000,2024-12-17,inscription
1627,468,2021,40000,2024-08-14,solde
1628,468,2021,50000,2021-04-28,solde
1629,468,2021,40000,2022-02-18,mensualité
1630,468,2021,30000,2021-04-04,solde
1631,469,2020,30000,2021-07-27,solde
1632,469,2020,50000,2020-10-15,inscription
1633,469,2020,30000,2024-01-23,inscription
1634,470,2022,50000,2024-08-29,solde
1635,470,2022,30000,2021-07-15,mensualité
1636,471,2022,25000,2023-10-02,solde
1637,471,2022,25000,2021-09-08,mensualité
1638,471,2022,25000,2023-12-07,inscription
1639,471,2022,30000,2024-06-11,mensualité
1640,472,2023,25000,2022-08-07,mensualité
1641,472,2023,25000,2022-02-13,mensualité
1642,473,2020,30000,2020-12-30,inscription
1643,473,2020,30000,2023-07-28,inscription
1644,473,2020,30000,2023-07-04,solde
1645,474,2021,25000,2020-11-27,mensualité
1646,474,2021,30000,2024-07-17,solde
1647,475,2020,40000,2024-09-10,mensualité
1648,475,2020,25000,2025-02-16,solde
1649,476,2024,30000,2022-11-03,mensualité
1650,476,2024,30000,2024-11-10,mensualité
1651,476,2024,40000,2022-02-08,inscription
1652,476,2024,40000,2022-12-19,solde
1653,477,2020,25000,2021-02-04,solde
1654,477,2020,30000,2022-01-24,inscription
1655,477,2020,50000,2022-07-19,mensualité
1656,477,2020,25000,2024-10-20,solde
1657,477,2020,30000,2022-03-25,solde
1658,478,2020,40000,2024-02-10,solde
1659,478,2020,40000,2023-05-19,inscription
1660,478,2020,30000,2020-12-22,inscription
1661,478,2020,30000,2022-11-10,inscription
1662,479,2023,40000,2020-09-16,mensualité
1663,479,2023,50000,2022-09-12,mensualité
1664,479,2023,50000,2024-01-24,solde
1665,480,2023,50000,2021-07-17,mensualité
1666,480,2023,30000,2024-10-08,solde
1667,480,2023,50000,2022-02-26,solde
1668,480,2023,50000,2022-02-03,solde
1669,480,2023,25000,2024-01-07,mensualité
1670,481,2021,40000,2020-09-21,solde
1671,481,2021,50000,2023-02-15,inscription
1672,482,2021,40000,2025-02-06,mensualité
1673,482,2021,40000,2025-01-01,solde
1674,482,2021,30000,2024-12-14,inscription
1675,483,2021,50000,2022-03-07,mensualité
1676,483,2021,30000,2025-01-03,mensualité
1677,483,2021,40000,2024-06-15,mensualité
1678,483,2021,30000,2022-09-16,mensualité
1679,483,2021,40000,2022-08-30,inscription
1680,484,2021,50000,2024-02-17,inscription
1681,484,2021,40000,2022-04-24,solde
1682,484,2021,40000,2021-06-20,inscription
1683,484,2021,50000,2024-11-07,mensualité
1684,484,2021,40000,2022-10-02,solde
1685,485,2021,30000,2023-05-13,solde
1686,485,2021,30000,2022-01-04,inscription
1687,485,2021,50000,2023-10-02,mensualité
1688,486,2024,40000,2021-06-21,mensualité
1689,486,2024,30000,2023-12-18,inscription
1690,486,2024,50000,2025-02-26,inscription
1691,487,2020,50000,2021-12-07,inscription
1692,487,2020,40000,2021-11-04,mensualité
1693,487,2020,40000,2023-07-31,inscription
1694,488,2021,40000,2025-02-08,inscription
1695,488,2021,40000,2024-11-27,mensualité
1696,488,2021,50000,2023-05-21,mensualité
1697,488,2021,25000,2021-08-09,mensualité
1698,489,2022,30000,2021-06-20,inscription
1699,489,2022,50000,2024-02-02,mensualité
1700,489,2022,30000,2022-06-07,mensualité
1701,489,2022,30000,2023-01-03,mensualité
1702,490,2022,40000,2022-09-05,solde
1703,490,2022,25000,2025-03-01,mensualité
1704,490,2022,25000,2024-08-03,inscription
1705,490,2022,25000,2020-12-22,inscription
1706,490,2022,25000,2024-10-29,mensualité
1707,491,2022,40000,2021-08-09,inscription
1708,491,2022,50000,2022-10-23,inscription
1709,491,2022,30000,2022-02-14,inscription
1710,492,2020,50000,2022-05-05,mensualité
1711,492,2020,25000,2025-03-29,inscription
1712,493,2023,25000,2021-04-05,mensualité
1713,493,2023,40000,2023-07-03,solde
1714,493,2023,30000,2021-11-09,mensualité
1715,493,2023,25000,2024-03-20,solde
1716,494,2024,25000,2022-07-23,inscription
1717,494,2024,50000,2023-01-03,solde
1718,495,2021,25000,2022-05-14,inscription
1719,495,2021,50000,2021-10-02,mensualité
1720,495,2021,50000,2025-02-01,inscription
1721,495,2021,25000,2023-10-20,solde
1722,495,2021,30000,2025-01-23,inscription
1723,496,2020,25000,2022-01-18,inscription
1724,496,2020,40000,2023-08-29,solde
1725,496,2020,25000,2025-02-24,mensualité
1726,496,2020,25000,2025-01-10,solde
1727,496,2020,25000,2024-07-10,inscription
1728,497,2022,40000,2024-09-17,solde
1729,497,2022,30000,2023-01-13,mensualité
1730,497,2022,30000,2024-10-16,solde
1731,498,2021,40000,2024-07-28,solde
1732,498,2021,50000,2023-09-16,solde
1733,498,2021,30000,2022-09-01,inscription
1734,499,2023,50000,2025-04-29,mensualité
1735,499,2023,40000,2020-12-21,inscription
1736,499,2023,40000,2023-12-16,mensualité
1737,500,2023,30000,2022-02-13,inscription
1738,500,2023,25000,2024-12-04,mensualité
1739,500,2023,25000,2024-09-27,mensualité
1740,501,2020,30000,2023-02-26,mensualité
1741,501,2020,25000,2023-03-15,inscription
1742,502,2021,30000,2025-05-27,inscription
1743,502,2021,40000,2023-07-17,inscription
1744,502,2021,30000,2021-12-20,mensualité
1745,503,2023,50000,2023-11-06,solde
1746,503,2023,40000,2022-09-24,mensualité
1747,503,2023,30000,2023-12-06,solde
1748,504,2020,25000,2022-09-27,mensualité
1749,504,2020,50000,2023-01-18,solde
1750,504,2020,30000,2023-08-06,solde
1751,504,2020,40000,2022-11-16,solde
1752,505,2021,50000,2022-08-05,solde
1753,505,2021,50000,2022-04-15,solde
1754,506,2021,30000,2024-11-04,inscription
1755,506,2021,50000,2023-06-16,inscription
1756,506,2021,40000,2021-06-17,inscription
1757,507,2022,25000,2022-07-09,solde
1758,507,2022,30000,2024-06-26,solde
1759,507,2022,30000,2024-08-26,solde
1760,507,2022,40000,2024-03-02,inscription
1761,508,2021,25000,2023-01-03,mensualité
1762,508,2021,50000,2021-09-05,solde
1763,509,2023,40000,2022-12-05,inscription
1764,509,2023,25000,2021-09-12,inscription
1765,510,2021,25000,2021-11-18,solde
1766,510,2021,25000,2025-04-15,mensualité
1767,510,2021,25000,2022-12-01,mensualité
1768,511,2021,50000,2022-05-16,inscription
1769,511,2021,25000,2025-03-10,inscription
1770,511,2021,40000,2023-03-08,mensualité
1771,511,2021,50000,2023-11-30,mensualité
1772,511,2021,50000,2024-06-06,solde
1773,512,2023,30000,2025-04-14,mensualité
1774,512,2023,50000,2022-01-27,inscription
1775,512,2023,25000,2025-01-18,mensualité
1776,512,2023,25000,2025-03-15,inscription
1777,513,2021,40000,2021-11-08,inscription
1778,513,2021,50000,2022-05-08,solde
1779,513,2021,40000,2022-05-17,inscription
1780,513,2021,40000,2023-01-04,mensualité
1781,513,2021,50000,2021-10-08,solde
1782,514,2024,40000,2025-03-02,solde
1783,514,2024,30000,2021-05-11,mensualité
1784,514,2024,30000,2024-06-24,solde
1785,514,2024,25000,2021-02-07,inscription
1786,514,2024,30000,2021-03-24,solde
1787,515,2023,50000,2024-09-06,mensualité
1788,515,2023,50000,2025-01-08,inscription
1789,515,2023,25000,2020-11-07,inscription
1790,516,2022,40000,2021-11-04,mensualité
1791,516,2022,30000,2021-10-17,inscription
1792,516,2022,40000,2023-11-22,solde
1793,516,2022,30000,2024-04-20,inscription
1794,516,2022,40000,2024-07-27,mensualité
1795,517,2023,30000,2022-04-04,mensualité
1796,517,2023,30000,2022-02-15,mensualité
1797,517,2023,40000,2022-04-30,mensualité
1798,518,2023,25000,2023-10-24,mensualité
1799,518,2023,30000,2023-05-27,inscription
1800,519,2021,50000,2021-02-09,mensualité
1801,519,2021,50000,2024-06-08,inscription
1802,519,2021,50000,2025-03-19,mensualité
1803,520,2024,25000,2021-04-05,inscription
1804,520,2024,50000,2022-11-14,mensualité
1805,520,2024,25000,2024-09-17,mensualité
1806,520,2024,30000,2021-06-02,mensualité
1807,521,2021,25000,2025-05-21,solde
1808,521,2021,25000,2023-08-02,inscription
1809,521,2021,40000,2023-10-06,inscription
1810,521,2021,25000,2022-11-30,solde
1811,521,2021,30000,2023-07-15,mensualité
1812,522,2024,25000,2021-04-17,solde
1813,522,2024,25000,2023-02-28,solde
1814,522,2024,50000,2021-01-14,inscription
1815,522,2024,50000,2022-01-28,inscription
1816,523,2022,40000,2023-01-21,mensualité
1817,523,2022,30000,2021-03-28,mensualité
1818,524,2024,30000,2020-12-29,solde
1819,524,2024,25000,2025-01-22,inscription
1820,525,2022,25000,2023-09-18,solde
1821,525,2022,50000,2022-09-10,solde
1822,526,2022,30000,2024-03-31,inscription
1823,526,2022,30000,2021-01-12,solde
1824,526,2022,50000,2025-04-03,mensualité
1825,526,2022,50000,2023-12-14,solde
1826,526,2022,30000,2022-04-09,solde
1827,527,2024,40000,2022-11-13,mensualité
1828,527,2024,50000,2025-03-06,mensualité
1829,527,2024,40000,2024-06-24,inscription
1830,527,2024,30000,2021-09-05,solde
1831,528,2022,30000,2022-10-27,solde
1832,528,2022,50000,2023-04-08,inscription
1833,528,2022,30000,2022-01-02,inscription
1834,529,2021,50000,2021-08-21,solde
1835,529,2021,50000,2024-09-22,mensualité
1836,530,2020,40000,2022-12-30,mensualité
1837,530,2020,50000,2023-04-08,inscription
1838,530,2020,50000,2025-05-23,mensualité
1839,530,2020,40000,2021-03-15,inscription
1840,530,2020,25000,2022-12-03,mensualité
1841,531,2021,40000,2023-03-28,solde
1842,531,2021,30000,2024-03-03,solde
1843,531,2021,25000,2021-10-14,mensualité
1844,531,2021,40000,2023-06-24,solde
1845,532,2021,40000,2021-12-16,solde
1846,532,2021,50000,2021-01-12,solde
1847,532,2021,50000,2024-07-05,solde
1848,532,2021,25000,2024-02-12,mensualité
1849,532,2021,25000,2021-08-08,solde
1850,533,2021,30000,2024-08-06,inscription
1851,533,2021,30000,2022-06-20,solde
1852,533,2021,50000,2025-03-19,mensualité
1853,533,2021,25000,2024-11-28,inscription
1854,534,2020,50000,2025-03-18,solde
1855,534,2020,40000,2020-12-20,inscription
1856,534,2020,40000,2022-02-24,solde
1857,534,2020,30000,2024-01-19,mensualité
1858,535,2022,40000,2021-08-26,mensualité
1859,535,2022,50000,2024-01-22,inscription
1860,535,2022,40000,2023-04-13,solde
1861,535,2022,30000,2024-09-26,inscription
1862,536,2023,40000,2022-02-05,inscription
1863,536,2023,25000,2024-05-06,mensualité
1864,536,2023,30000,2023-08-10,mensualité
1865,536,2023,50000,2020-11-08,solde
1866,536,2023,40000,2020-09-16,solde
1867,537,2021,25000,2022-03-22,inscription
1868,537,2021,50000,2025-01-01,inscription
1869,537,2021,40000,2024-06-04,mensualité
1870,538,2023,50000,2024-05-04,inscription
1871,538,2023,50000,2023-07-01,inscription
1872,539,2021,25000,2024-09-25,mensualité
1873,539,2021,40000,2022-09-10,mensualité
1874,539,2021,25000,2021-10-02,mensualité
1875,539,2021,40000,2021-12-10,inscription
1876,539,2021,25000,2024-09-27,solde
1877,540,2021,25000,2020-11-08,inscription
1878,540,2021,30000,2020-11-06,inscription
1879,540,2021,50000,2024-08-11,solde
1880,541,2022,40000,2023-05-15,inscription
1881,541,2022,30000,2020-12-05,mensualité
1882,542,2023,50000,2024-03-25,inscription
1883,542,2023,40000,2025-03-01,inscription
1884,542,2023,30000,2025-02-18,solde
1885,543,2021,25000,2022-11-19,inscription
1886,543,2021,40000,2023-04-10,solde
1887,544,2023,50000,2024-09-06,inscription
1888,544,2023,40000,2022-11-29,mensualité
1889,545,2023,30000,2021-05-30,mensualité
1890,545,2023,25000,2025-02-04,solde
1891,545,2023,40000,2023-10-17,inscription
1892,545,2023,50000,2025-01-23,solde
1893,546,2024,30000,2025-04-05,mensualité
1894,546,2024,50000,2021-03-26,solde
1895,546,2024,40000,2020-12-21,inscription
1896,546,2024,40000,2024-04-01,inscription
1897,547,2021,25000,2021-04-09,inscription
1898,547,2021,30000,2023-02-15,mensualité
1899,548,2023,40000,2022-06-06,inscription
1900,548,2023,40000,2022-04-24,inscription
1901,548,2023,50000,2021-01-09,mensualité
1902,549,2023,40000,2024-10-08,inscription
1903,549,2023,25000,2023-12-19,mensualité
1904,549,2023,50000,2023-08-11,solde
1905,549,2023,30000,2022-05-09,solde
1906,549,2023,40000,2024-03-04,mensualité
1907,550,2020,25000,2021-11-16,inscription
1908,550,2020,50000,2022-07-31,mensualité
1909,550,2020,50000,2022-10-02,inscription
1910,550,2020,30000,2023-03-12,solde
1911,550,2020,40000,2020-09-25,mensualité
1912,551,2024,50000,2024-12-08,solde
1913,551,2024,30000,2023-01-27,mensualité
1914,552,2021,25000,2020-12-15,solde
1915,552,2021,50000,2020-10-12,solde
1916,552,2021,50000,2024-01-11,solde
1917,553,2020,50000,2023-08-03,solde
1918,553,2020,30000,2024-01-17,inscription
1919,553,2020,50000,2022-12-10,inscription
1920,554,2022,40000,2025-03-31,solde
1921,554,2022,40000,2023-05-14,solde
1922,554,2022,50000,2024-11-21,solde
1923,554,2022,25000,2025-04-01,mensualité
1924,555,2024,25000,2021-02-28,mensualité
1925,555,2024,25000,2025-02-09,inscription
1926,555,2024,40000,2021-05-06,mensualité
1927,555,2024,40000,2021-05-07,mensualité
1928,556,2020,30000,2024-11-18,solde
1929,556,2020,50000,2022-08-24,mensualité
1930,556,2020,40000,2025-02-13,solde
1931,556,2020,50000,2022-08-04,inscription
1932,557,2020,30000,2024-08-27,mensualité
1933,557,2020,30000,2023-10-25,inscription
1934,557,2020,25000,2024-04-25,solde
1935,557,2020,30000,2024-09-23,inscription
1936,558,2023,25000,2023-07-11,inscription
1937,558,2023,25000,2023-05-30,solde
1938,558,2023,25000,2025-01-01,inscription
1939,559,2023,40000,2022-10-10,mensualité
1940,559,2023,30000,2025-03-28,inscription
1941,560,2021,25000,2024-04-28,solde
1942,560,2021,30000,2023-02-12,inscription
1943,560,2021,25000,2021-10-19,inscription
1944,560,2021,25000,2021-07-13,solde
1945,561,2021,50000,2023-06-05,mensualité
1946,561,2021,50000,2021-09-24,mensualité
1947,562,2020,40000,2024-08-21,inscription
